threadid,tweetid,event,support,evidentiality,certainty,responsetype-vs-source,responsetype-vs-previous
552834961762709505,552849852338831360,charliehebdo,,,,comment,
553197863971610624,553198239399157761,charliehebdo,,,,comment,
553197863971610624,553198499891007488,charliehebdo,,,,comment,
553197863971610624,553199058849103872,charliehebdo,,,,comment,
553197863971610624,553199853820723201,charliehebdo,,,,comment,
553197863971610624,553201889685553153,charliehebdo,,url-given,certain,agreed,
553197863971610624,553202633377599488,charliehebdo,,,,comment,
553197863971610624,553203171674181634,charliehebdo,,url-given,certain,appeal-for-more-information,
553197863971610624,553203187533230080,charliehebdo,,,,comment,
553197863971610624,553203804628598784,charliehebdo,,,,comment,
553197863971610624,553203833921613824,charliehebdo,,,,comment,
553197863971610624,553203935088214017,charliehebdo,,,,comment,
553197863971610624,553204674766331904,charliehebdo,,,,comment,
553197863971610624,553205437043326976,charliehebdo,,,,comment,
553197863971610624,553211195881426944,charliehebdo,,,,comment,
553197863971610624,553212936995762176,charliehebdo,,,,comment,
552792802309181440,552793142693744640,charliehebdo,,url-given,certain,agreed,
552792802309181440,552793785747660801,charliehebdo,,url-given,certain,agreed,
552792802309181440,552793899522355200,charliehebdo,,,,comment,
552792802309181440,552793901866971136,charliehebdo,,,,comment,
552792802309181440,552808923707617282,charliehebdo,,witnessed,certain,agreed,
553586860334010368,553586932727693312,charliehebdo,,,,comment,
553586860334010368,553586964805713920,charliehebdo,,,,comment,
553586860334010368,553586988419649536,charliehebdo,,,,comment,
553586860334010368,553587000578932737,charliehebdo,,,,comment,
553586860334010368,553587034762534913,charliehebdo,,,,comment,
553586860334010368,553587039598571523,charliehebdo,,witnessed,certain,agreed,
553586860334010368,553587040886206466,charliehebdo,,,,comment,
553586860334010368,553587067712995328,charliehebdo,,,,comment,
553586860334010368,553587132045213696,charliehebdo,,,,comment,
553586860334010368,553587150428856320,charliehebdo,,witnessed,somewhat-certain,appeal-for-more-information,
553586860334010368,553587188500529152,charliehebdo,,,,comment,
553586860334010368,553587214987558912,charliehebdo,,witnessed,somewhat-certain,agreed,
553586860334010368,553587298215133185,charliehebdo,,witnessed,certain,appeal-for-more-information,
553586860334010368,553587361398132736,charliehebdo,,,,comment,
553586860334010368,553587398169591809,charliehebdo,,,,comment,
553586860334010368,553587407980077057,charliehebdo,,,,comment,
553586860334010368,553587445921759232,charliehebdo,,,,comment,
553586860334010368,553587467409162240,charliehebdo,,,,comment,
553586860334010368,553587620006346752,charliehebdo,,no-evidence,uncertain,appeal-for-more-information,
553486439129038848,553486598328041472,charliehebdo,,,,comment,
553486439129038848,553486812787007488,charliehebdo,,,,comment,
553486439129038848,553486913970397186,charliehebdo,,,,comment,
553486439129038848,553487052776693761,charliehebdo,,,,comment,
553486439129038848,553487150550089728,charliehebdo,,,,comment,
553486439129038848,553487414409564160,charliehebdo,,source-quoted,somewhat-certain,disagreed,
553486439129038848,553487881113989120,charliehebdo,,witnessed,certain,agreed,
553486439129038848,553543395717550080,charliehebdo,,,,comment,
552848620375261184,552848723001475073,charliehebdo,,,,comment,
552848620375261184,552848736897216513,charliehebdo,,url-given,certain,appeal-for-more-information,
552848620375261184,552848904426098689,charliehebdo,,,,comment,
552848620375261184,552849973470314496,charliehebdo,,,,comment,
552848620375261184,552850359266197504,charliehebdo,,url-given,certain,agreed,
552848620375261184,552850544797446144,charliehebdo,,source-quoted,uncertain,agreed,
552848620375261184,552850999443202049,charliehebdo,,url-given,certain,disagreed,
552848620375261184,552851266754596865,charliehebdo,,witnessed,certain,appeal-for-more-information,
552848620375261184,552852018864218112,charliehebdo,,,,comment,
552848620375261184,552853646744899584,charliehebdo,,,,comment,
552848620375261184,552857418062127104,charliehebdo,,witnessed,certain,agreed,
552848620375261184,552858826043424768,charliehebdo,,url-given,certain,agreed,
552848620375261184,552874999522934784,charliehebdo,,,,comment,
553588178687655936,553588358044483584,charliehebdo,,,,comment,
553588178687655936,553588472330452992,charliehebdo,,,,comment,
553588178687655936,553588570368532480,charliehebdo,,,,comment,
553588178687655936,553588869409832960,charliehebdo,,,,comment,
553588178687655936,553589038196981760,charliehebdo,,witnessed,somewhat-certain,appeal-for-more-information,
553588178687655936,553589124125323264,charliehebdo,,witnessed,certain,agreed,
553588178687655936,553589955029512192,charliehebdo,,,,comment,
553588178687655936,553590627343302657,charliehebdo,,,,comment,
553588178687655936,553591897458237440,charliehebdo,,,,comment,
553588178687655936,553593015416008704,charliehebdo,,no-evidence,underspecified,agreed,
553518472798683136,553518706681053184,charliehebdo,,witnessed,certain,agreed,
553518472798683136,553518879222161408,charliehebdo,,url-given,certain,agreed,
553518472798683136,553518923409547264,charliehebdo,,,,comment,
553518472798683136,553519009149100032,charliehebdo,,,,comment,
553518472798683136,553519647400554497,charliehebdo,,,,comment,
553518472798683136,553519787943690242,charliehebdo,,url-given,certain,agreed,
553518472798683136,553519836249071617,charliehebdo,,,,comment,
553518472798683136,553520097395245056,charliehebdo,,,,comment,
553518472798683136,553520342111494145,charliehebdo,,url-given,certain,agreed,
553518472798683136,553520622920536064,charliehebdo,,url-given,certain,agreed,
553518472798683136,553520926906941440,charliehebdo,,,,comment,
553518472798683136,553521113733824513,charliehebdo,,,,comment,
553518472798683136,553521154921881600,charliehebdo,,,,comment,
553518472798683136,553521233162031104,charliehebdo,,,,comment,
553518472798683136,553521356378476544,charliehebdo,,,,comment,
553518472798683136,553521412934475777,charliehebdo,,,,comment,
553518472798683136,553521650831196160,charliehebdo,,source-quoted,somewhat-certain,agreed,
553518472798683136,553521787225796608,charliehebdo,,,,comment,
553518472798683136,553522878902468608,charliehebdo,,,,comment,
553503184174710784,553503409807327232,charliehebdo,,,,comment,
553503184174710784,553503712157904898,charliehebdo,,witnessed,certain,disagreed,
553503184174710784,553503810073952257,charliehebdo,,,,comment,
553503184174710784,553503820425093120,charliehebdo,,,,comment,
553503184174710784,553504209635536896,charliehebdo,,,,comment,
553503184174710784,553504306998300672,charliehebdo,,,,comment,
553503184174710784,553504493803819008,charliehebdo,,,,comment,
553503184174710784,553504854794969088,charliehebdo,,url-given,certain,agreed,
553503184174710784,553504861321703424,charliehebdo,,,,comment,
553503184174710784,553505371260588032,charliehebdo,,,,comment,
553503184174710784,553505863827079168,charliehebdo,,,,comment,
553503184174710784,553506057432342528,charliehebdo,,,,comment,
553503184174710784,553506283958333440,charliehebdo,,,,comment,
553503184174710784,553507708574244864,charliehebdo,,witnessed,certain,agreed,
553503184174710784,553507716329529344,charliehebdo,,,,comment,
552805488631758849,552805699349016577,charliehebdo,,,,comment,
552805488631758849,552805838323478528,charliehebdo,,,,comment,
552805488631758849,552805847777415168,charliehebdo,,url-given,certain,agreed,
552805488631758849,552805987053490179,charliehebdo,,,,comment,
552805488631758849,552806316855799808,charliehebdo,,,,comment,
552805488631758849,552806438440292352,charliehebdo,,,,comment,
552805488631758849,552806469217681409,charliehebdo,,,,comment,
552805488631758849,552806494283251712,charliehebdo,,,,comment,
552805488631758849,552806943392145408,charliehebdo,,,,comment,
552805488631758849,552807316031287296,charliehebdo,,,,comment,
552805488631758849,552807494545076225,charliehebdo,,,,comment,
552805488631758849,552807670710038528,charliehebdo,,,,comment,
553506608203169792,553507133464248320,charliehebdo,,witnessed,certain,agreed,
553506608203169792,553507208382930944,charliehebdo,,,,comment,
553506608203169792,553507222324801536,charliehebdo,,no-evidence,somewhat-certain,appeal-for-more-information,
553506608203169792,553507283108655104,charliehebdo,,,,comment,
553506608203169792,553507344932294657,charliehebdo,,,,comment,
553506608203169792,553507375211364352,charliehebdo,,,,comment,
553506608203169792,553507495604678658,charliehebdo,,,,comment,
553506608203169792,553507538860126211,charliehebdo,,witnessed,uncertain,appeal-for-more-information,
553506608203169792,553507613900820481,charliehebdo,,,,comment,
553506608203169792,553507679621378049,charliehebdo,,,,comment,
553506608203169792,553507700546367488,charliehebdo,,,,comment,
553506608203169792,553507937121878016,charliehebdo,,,,comment,
553506608203169792,553508241981046784,charliehebdo,,,,comment,
553506608203169792,553508411178885121,charliehebdo,,,,comment,
553506608203169792,553508438224142336,charliehebdo,,,,comment,
553506608203169792,553508576422285312,charliehebdo,,,,comment,
553506608203169792,553508636505673729,charliehebdo,,,,comment,
553506608203169792,553509397063041024,charliehebdo,,url-given,certain,agreed,
553221600955621376,553228413922967552,charliehebdo,,,,comment,
553221600955621376,553262052899164161,charliehebdo,,,,comment,
553549686129561600,553549946725875712,charliehebdo,,witnessed,certain,agreed,
553549686129561600,553550000584540160,charliehebdo,,,,comment,
553549686129561600,553550346195574784,charliehebdo,,,,comment,
553549686129561600,553551562732470272,charliehebdo,,,,comment,
553549686129561600,553555102423089152,charliehebdo,,witnessed,somewhat-certain,agreed,
553549686129561600,553555141731700737,charliehebdo,,,,comment,
553549686129561600,553573995858382849,charliehebdo,,,,comment,
553549686129561600,553574899302670337,charliehebdo,,,,comment,
552792913910833152,552793275770613760,charliehebdo,,url-given,certain,agreed,
552792913910833152,552793675697094657,charliehebdo,,,,comment,
552792913910833152,552793775740055552,charliehebdo,,url-given,certain,agreed,
552792913910833152,552794232503951360,charliehebdo,,,,comment,
552996335319007233,552996575396765696,charliehebdo,,,,comment,
552996335319007233,552997646076739585,charliehebdo,,,,comment,
552996335319007233,553004470440058881,charliehebdo,,,,comment,
552996335319007233,553005429492445184,charliehebdo,,,,comment,
552996335319007233,553042679412436992,charliehebdo,,,,comment,
552806309540528128,552806614973960192,charliehebdo,,witnessed,certain,agreed,
552806309540528128,552806751746396160,charliehebdo,,url-given,certain,agreed,
552806309540528128,552806767625641984,charliehebdo,,url-given,certain,agreed,
552806309540528128,552807393453547522,charliehebdo,,,,comment,
552806309540528128,552807638233120769,charliehebdo,,,,comment,
552806309540528128,552808046938697729,charliehebdo,,,,comment,
552806309540528128,552808109551263744,charliehebdo,,,,comment,
552806309540528128,552808138831708160,charliehebdo,,,,comment,
552806309540528128,552808387415900160,charliehebdo,,,,comment,
552806309540528128,552808549349199872,charliehebdo,,,,comment,
552806309540528128,552808821434089472,charliehebdo,,,,comment,
552806309540528128,552810655657787392,charliehebdo,,,,comment,
553550301886955520,553550497852821504,charliehebdo,,url-given,certain,agreed,
553550301886955520,553550508565479425,charliehebdo,,witnessed,certain,agreed,
